	ID	Name	Organisms	Tissues	Assays	Sexes	Cell Count	Explorer URL	S3 URIs
10	33a81c7d-515d-4daf-817f-b4496fc9046f	All — Cells of the adult human heart	['Callithrix jacchus', 'Homo sapiens', 'Mus musculus']	['brain (organoid)', 'epithelial cell', 'fibroblast (cell culture)', 'heart left ventricle', 'heart right ventricle', 'kidney']	["10x 3' v2", "10x 3' v3", "10x 3' v3 (sci-plex)"]	['female', 'male', 'unknown']	320	https://cellxgene.dev.single-cell.czi.technology/e/33a81c7d-515d-4daf-817f-b4496fc9046f.cxg/	['s3://corpora-data-dev/33a81c7d-515d-4daf-817f-b4496fc9046f/local.h5ad', 's3://hosted-cellxgene-dev/81d0ebe6-63ab-470b-87a8-60851a79f595.cxg/', 's3://corpora-data-dev/33a81c7d-515d-4daf-817f-b4496fc9046f/local.rds']
11	1fb02e66-5b39-48fa-bb76-e6876895a93e	All — Cells of the adult human heart	['Callithrix jacchus', 'Homo sapiens', 'Mus musculus']	['brain (organoid)', 'epithelial cell', 'fibroblast (cell culture)', 'heart left ventricle', 'heart right ventricle', 'kidney']	["10x 3' v2", "10x 3' v3", "10x 3' v3 (sci-plex)"]	['female', 'male', 'unknown']	320	https://cellxgene.dev.single-cell.czi.technology/e/1fb02e66-5b39-48fa-bb76-e6876895a93e.cxg/	['s3://corpora-data-dev/1fb02e66-5b39-48fa-bb76-e6876895a93e/local.h5ad', 's3://hosted-cellxgene-dev/fccee794-1352-4784-8849-3fcaa26a730a.cxg/', 's3://corpora-data-dev/1fb02e66-5b39-48fa-bb76-e6876895a93e/local.rds']
12	a5d308cf-d636-4a9c-87ff-e7005d2ee510	All — Cells of the adult human heart	['Callithrix jacchus', 'Homo sapiens', 'Mus musculus']	['brain (organoid)', 'epithelial cell', 'fibroblast (cell culture)', 'heart left ventricle', 'heart right ventricle', 'kidney']	["10x 3' v2", "10x 3' v3", "10x 3' v3 (sci-plex)"]	['female', 'male', 'unknown']	320	https://cellxgene.dev.single-cell.czi.technology/e/a5d308cf-d636-4a9c-87ff-e7005d2ee510.cxg/	['s3://corpora-data-dev/a5d308cf-d636-4a9c-87ff-e7005d2ee510/local.h5ad', 's3://hosted-cellxgene-dev/d8dd603d-0e19-4165-8e12-aef63cbd66f1.cxg/', 's3://corpora-data-dev/a5d308cf-d636-4a9c-87ff-e7005d2ee510/local.rds']
13	dd7acb04-76f0-4b7c-9447-541f2226f941	All — Cells of the adult human heart	['Callithrix jacchus', 'Homo sapiens', 'Mus musculus']	['brain (organoid)', 'epithelial cell', 'fibroblast (cell culture)', 'heart left ventricle', 'heart right ventricle', 'kidney']	["10x 3' v2", "10x 3' v3", "10x 3' v3 (sci-plex)"]	['female', 'male', 'unknown']	320	https://cellxgene.dev.single-cell.czi.technology/e/dd7acb04-76f0-4b7c-9447-541f2226f941.cxg/	['s3://corpora-data-dev/dd7acb04-76f0-4b7c-9447-541f2226f941/local.h5ad', 's3://hosted-cellxgene-dev/dd7acb04-76f0-4b7c-9447-541f2226f941.cxg/', 's3://corpora-data-dev/dd7acb04-76f0-4b7c-9447-541f2226f941/local.rds']
14	fea662ed-f11f-4b61-ae4f-bf3ac400e6c9	All — Cells of the adult human heart	['Callithrix jacchus', 'Homo sapiens', 'Mus musculus']	['brain (organoid)', 'epithelial cell', 'fibroblast (cell culture)', 'heart left ventricle', 'heart right ventricle', 'kidney']	["10x 3' v2", "10x 3' v3", "10x 3' v3 (sci-plex)"]	['female', 'male', 'unknown']	320	https://cellxgene.dev.single-cell.czi.technology/e/fea662ed-f11f-4b61-ae4f-bf3ac400e6c9.cxg/	['s3://corpora-data-dev/fea662ed-f11f-4b61-ae4f-bf3ac400e6c9/local.h5ad', 's3://hosted-cellxgene-dev/fea662ed-f11f-4b61-ae4f-bf3ac400e6c9.cxg/', 's3://corpora-data-dev/fea662ed-f11f-4b61-ae4f-bf3ac400e6c9/local.rds']
15	dd018fc0-8da7-4033-a2ba-6b47de8ebb4f	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Epithelial Cells	['Homo sapiens']	['peripheral zone of prostate', 'transition zone of prostate']	["10x 3' v2", "10x 3' v3"]	['male']	42127	https://cellxgene.dev.single-cell.czi.technology/e/dd018fc0-8da7-4033-a2ba-6b47de8ebb4f.cxg/	['s3://corpora-data-dev/53cdefda-2978-40a7-8768-dcccc6469899/local.h5ad', 's3://hosted-cellxgene-dev/53cdefda-2978-40a7-8768-dcccc6469899.cxg/', 's3://corpora-data-dev/53cdefda-2978-40a7-8768-dcccc6469899/local.rds']
16	e006d4e3-35fa-44b4-9981-09a66c4322e5	Spatiotemporal analysis of human intestinal development at single-cell resolution: Muscularis	['Homo sapiens']	['intestine']	["10x 3' v3"]	['unknown']	4211	https://cellxgene.dev.single-cell.czi.technology/e/e006d4e3-35fa-44b4-9981-09a66c4322e5.cxg/	['s3://hosted-cellxgene-dev/70cb7123-ef58-42d5-a882-922b1232620f.cxg/', 's3://corpora-data-dev/70cb7123-ef58-42d5-a882-922b1232620f/local.rds', 's3://corpora-data-dev/70cb7123-ef58-42d5-a882-922b1232620f/local.h5ad']
17	00099d5e-154f-4a7a-aa8d-fa30c8c0c43c	Spatial transcriptomics in mouse: Puck_191206_04	['Mus musculus']	['kidney']	['Slide-seq']	['male']	26239	https://cellxgene.dev.single-cell.czi.technology/e/00099d5e-154f-4a7a-aa8d-fa30c8c0c43c.cxg/	['s3://corpora-data-dev/00099d5e-154f-4a7a-aa8d-fa30c8c0c43c/local.h5ad', 's3://hosted-cellxgene-dev/00099d5e-154f-4a7a-aa8d-fa30c8c0c43c.cxg/', 's3://corpora-data-dev/00099d5e-154f-4a7a-aa8d-fa30c8c0c43c/local.rds']
18	4ebe33a1-c8ba-4238-9724-bd8b3a977521	Spatial transcriptomics in the healthy human kidney: Puck_200131_26	['Homo sapiens']	['renal medulla']	['Slide-seq']	['female']	17909	https://cellxgene.dev.single-cell.czi.technology/e/4ebe33a1-c8ba-4238-9724-bd8b3a977521.cxg/	['s3://hosted-cellxgene-dev/4ebe33a1-c8ba-4238-9724-bd8b3a977521.cxg/', 's3://corpora-data-dev/4ebe33a1-c8ba-4238-9724-bd8b3a977521/local.h5ad', 's3://corpora-data-dev/4ebe33a1-c8ba-4238-9724-bd8b3a977521/local.rds']
19	2672b679-8048-4f5e-9786-f1b196ccfd08	Lung Parenchyma	['Homo sapiens']	['lung parenchyma']	["10x 3' v2"]	['female', 'male']	57019	https://cellxgene.dev.single-cell.czi.technology/e/2672b679-8048-4f5e-9786-f1b196ccfd08.cxg/	['s3://corpora-data-dev/2672b679-8048-4f5e-9786-f1b196ccfd08/local.h5ad', 's3://hosted-cellxgene-dev/2672b679-8048-4f5e-9786-f1b196ccfd08.cxg/', 's3://corpora-data-dev/2672b679-8048-4f5e-9786-f1b196ccfd08/local.rds']
20	030faa69-ff79-4d85-8630-7c874a114c19	Single-cell longitudinal analysis of SARS-CoV-2 infection in human bronchial epithelial cells	['Homo sapiens']	['bronchial epithelial cell (cell culture)']	["10x 3' v3"]	['unknown']	77650	https://cellxgene.dev.single-cell.czi.technology/e/Single_cell_longitudinal_analysis_of_SARS_CoV_2_infection_in_human_bronchial_epithelial_cells-29-remixed.cxg/	['s3://corpora-data-dev/f94d3418-1a5e-461d-8179-08a9803c0d5f/local.h5ad', 's3://corpora-data-dev/f94d3418-1a5e-461d-8179-08a9803c0d5f/local.rds', 's3://hosted-cellxgene-dev/f94d3418-1a5e-461d-8179-08a9803c0d5f.cxg/']
21	a5ecb41a-d1e8-4d6a-954c-30472a2f1007	Spatial transcriptomics in the healthy human kidney: Puck_200113_11	['Homo sapiens']	['cortex of kidney']	['Slide-seq']	['male']	19029	https://cellxgene.dev.single-cell.czi.technology/e/a5ecb41a-d1e8-4d6a-954c-30472a2f1007.cxg/	['s3://hosted-cellxgene-dev/a5ecb41a-d1e8-4d6a-954c-30472a2f1007.cxg/', 's3://corpora-data-dev/a5ecb41a-d1e8-4d6a-954c-30472a2f1007/local.h5ad', 's3://corpora-data-dev/a5ecb41a-d1e8-4d6a-954c-30472a2f1007/local.rds']
22	644a578d-ffdc-446b-9679-e7ab4c919c13	Spleen	['Homo sapiens']	['spleen']	["10x 3' v2"]	['female', 'male']	94256	https://cellxgene.dev.single-cell.czi.technology/e/644a578d-ffdc-446b-9679-e7ab4c919c13.cxg/	['s3://corpora-data-dev/644a578d-ffdc-446b-9679-e7ab4c919c13/local.h5ad', 's3://hosted-cellxgene-dev/644a578d-ffdc-446b-9679-e7ab4c919c13.cxg/', 's3://corpora-data-dev/644a578d-ffdc-446b-9679-e7ab4c919c13/local.rds']
23	88b7da92-178d-4f27-bc18-b0165b256c67	Spatial transcriptomics in the healthy human kidney: Puck_200903_13	['Homo sapiens']	['renal medulla']	['Slide-seq']	['male']	44588	https://cellxgene.dev.single-cell.czi.technology/e/88b7da92-178d-4f27-bc18-b0165b256c67.cxg/	['s3://hosted-cellxgene-dev/88b7da92-178d-4f27-bc18-b0165b256c67.cxg/', 's3://corpora-data-dev/88b7da92-178d-4f27-bc18-b0165b256c67/local.h5ad', 's3://corpora-data-dev/88b7da92-178d-4f27-bc18-b0165b256c67/local.rds']
24	5c451b91-eb50-47f9-a268-467018a09023	Spatial transcriptomics in the healthy human kidney: Puck_200205_16	['Homo sapiens']	['cortex of kidney']	['Slide-seq']	['male']	13147	https://cellxgene.dev.single-cell.czi.technology/e/5c451b91-eb50-47f9-a268-467018a09023.cxg/	['s3://hosted-cellxgene-dev/5c451b91-eb50-47f9-a268-467018a09023.cxg/', 's3://corpora-data-dev/5c451b91-eb50-47f9-a268-467018a09023/local.h5ad', 's3://corpora-data-dev/5c451b91-eb50-47f9-a268-467018a09023/local.rds']
25	ff77ee42-ed01-4e50-8413-4cea1f6fbcbc	Spatial transcriptomics in the healthy human kidney: Puck_200903_10	['Homo sapiens']	['cortex of kidney']	['Slide-seq']	['male']	38024	https://cellxgene.dev.single-cell.czi.technology/e/ff77ee42-ed01-4e50-8413-4cea1f6fbcbc.cxg/	['s3://hosted-cellxgene-dev/ff77ee42-ed01-4e50-8413-4cea1f6fbcbc.cxg/', 's3://corpora-data-dev/ff77ee42-ed01-4e50-8413-4cea1f6fbcbc/local.h5ad', 's3://corpora-data-dev/ff77ee42-ed01-4e50-8413-4cea1f6fbcbc/local.rds']
26	b07fb54c-d7ad-4995-8bb0-8f3d8611cabe	Esophagus Epithelium	['Homo sapiens']	['epithelium of esophagus']	["10x 3' v2"]	['female', 'male']	87947	https://cellxgene.dev.single-cell.czi.technology/e/b07fb54c-d7ad-4995-8bb0-8f3d8611cabe.cxg/	['s3://corpora-data-dev/b07fb54c-d7ad-4995-8bb0-8f3d8611cabe/local.h5ad', 's3://hosted-cellxgene-dev/b07fb54c-d7ad-4995-8bb0-8f3d8611cabe.cxg/', 's3://corpora-data-dev/b07fb54c-d7ad-4995-8bb0-8f3d8611cabe/local.rds']
27	de4e7a0c-91b2-44e4-b382-87da74c9efb6	Large intestine - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2	['Mus musculus']	['large intestine']	["10x 3' v2"]	['male']	1887	https://cellxgene.dev.single-cell.czi.technology/e/de4e7a0c-91b2-44e4-b382-87da74c9efb6.cxg/	['s3://hosted-cellxgene-dev/a001eca9-4108-4153-8b45-dceeec3f49f9.cxg/', 's3://corpora-data-dev/a001eca9-4108-4153-8b45-dceeec3f49f9/local.h5ad', 's3://corpora-data-dev/a001eca9-4108-4153-8b45-dceeec3f49f9/local.rds']
28	a1b9c51e-a408-4f7f-bccb-abefe20ae2a5	Olah et al (2020) Single-cell Human Microglia	['Homo sapiens']	['dorsolateral prefrontal cortex', 'temporal cortex']	["10x 3' v2"]	['female', 'male']	16245	https://cellxgene.dev.single-cell.czi.technology/e/a1b9c51e-a408-4f7f-bccb-abefe20ae2a5.cxg/	['s3://hosted-cellxgene-dev/45f3ac43-6466-4aae-886f-388d9a9014b1.cxg/', 's3://corpora-data-dev/45f3ac43-6466-4aae-886f-388d9a9014b1/local.h5ad', 's3://corpora-data-dev/45f3ac43-6466-4aae-886f-388d9a9014b1/local.rds']
29	de985818-285f-4f59-9dbd-d74968fddba3	A single-cell atlas of the healthy breast tissues reveals clinically relevant clusters of breast epithelial cells	['Homo sapiens']	['upper outer quadrant of breast']	["10x 3' v2", "10x 3' v3"]	['female']	31696	https://cellxgene.dev.single-cell.czi.technology/e/de985818-285f-4f59-9dbd-d74968fddba3.cxg/	['s3://corpora-data-dev/af5b888c-d55f-4deb-9eb9-f40c4289e2f3/local.h5ad', 's3://corpora-data-dev/af5b888c-d55f-4deb-9eb9-f40c4289e2f3/local.rds', 's3://hosted-cellxgene-dev/af5b888c-d55f-4deb-9eb9-f40c4289e2f3.cxg/']
30	df287f8d-f50d-4620-ab96-489d559e6adc	Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Fibromuscular Stromal Cells	['Homo sapiens']	['peripheral zone of prostate', 'transition zone of prostate']	["10x 3' v2"]	['male']	1295	https://cellxgene.dev.single-cell.czi.technology/e/df287f8d-f50d-4620-ab96-489d559e6adc.cxg/	['s3://corpora-data-dev/b5a41cfb-45a2-4428-a80d-e7d6aa1d9d36/local.h5ad', 's3://hosted-cellxgene-dev/b5a41cfb-45a2-4428-a80d-e7d6aa1d9d36.cxg/', 's3://corpora-data-dev/b5a41cfb-45a2-4428-a80d-e7d6aa1d9d36/local.rds']
31	36c867a7-be10-4e69-9b39-5de12b0af6da	Ileum	['Homo sapiens']	['ileum']	["10x 3' v1", "10x 3' v2"]	['unknown']	32458	https://cellxgene.dev.single-cell.czi.technology/e/36c867a7-be10-4e69-9b39-5de12b0af6da.cxg/	['s3://corpora-data-dev/36c867a7-be10-4e69-9b39-5de12b0af6da/local.h5ad', 's3://hosted-cellxgene-dev/36c867a7-be10-4e69-9b39-5de12b0af6da.cxg/', 's3://corpora-data-dev/36c867a7-be10-4e69-9b39-5de12b0af6da/local.rds']
32	3679ae7d-d70e-4c09-a8bb-78b8ae1006ff	Spatial transcriptomics in the healthy human kidney: Puck_200131_25	['Homo sapiens']	['cortex of kidney']	['Slide-seq']	['female']	10701	https://cellxgene.dev.single-cell.czi.technology/e/3679ae7d-d70e-4c09-a8bb-78b8ae1006ff.cxg/	['s3://hosted-cellxgene-dev/3679ae7d-d70e-4c09-a8bb-78b8ae1006ff.cxg/', 's3://corpora-data-dev/3679ae7d-d70e-4c09-a8bb-78b8ae1006ff/local.h5ad', 's3://corpora-data-dev/3679ae7d-d70e-4c09-a8bb-78b8ae1006ff/local.rds']
33	01ad3cd7-3929-4654-84c0-6db05bd5fd59	Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19	['Homo sapiens']	['blood']	["10x 5' transcription profiling"]	['female', 'male', 'unknown']	600929	https://cellxgene.dev.single-cell.czi.technology/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/	['s3://hosted-cellxgene-dev/5bb066b7-31f4-417d-8757-6353aab9729a.cxg/', 's3://corpora-data-dev/5bb066b7-31f4-417d-8757-6353aab9729a/local.rds', 's3://corpora-data-dev/5bb066b7-31f4-417d-8757-6353aab9729a/local.h5ad']
34	d5c67a4e-a8d9-456d-a273-fa01adb1b308	Retina	['Homo sapiens']	['retina']	["10x 3' v2"]	['female', 'male']	19694	https://cellxgene.dev.single-cell.czi.technology/e/d5c67a4e-a8d9-456d-a273-fa01adb1b308.cxg/	['s3://corpora-data-dev/d5c67a4e-a8d9-456d-a273-fa01adb1b308/local.h5ad', 's3://hosted-cellxgene-dev/d5c67a4e-a8d9-456d-a273-fa01adb1b308.cxg/', 's3://corpora-data-dev/d5c67a4e-a8d9-456d-a273-fa01adb1b308/local.rds']
35	b627552d-c205-4ab3-b440-e08b3271d372	Spatial transcriptomics in the healthy human kidney: Puck_200115_04	['Homo sapiens']	['renal medulla']	['Slide-seq']	['male']	22502	https://cellxgene.dev.single-cell.czi.technology/e/b627552d-c205-4ab3-b440-e08b3271d372.cxg/	['s3://hosted-cellxgene-dev/b627552d-c205-4ab3-b440-e08b3271d372.cxg/', 's3://corpora-data-dev/b627552d-c205-4ab3-b440-e08b3271d372/local.h5ad', 's3://corpora-data-dev/b627552d-c205-4ab3-b440-e08b3271d372/local.rds']
36	077b0429-0f47-48e0-879a-39eaae531d42	Direct Exposure to SARS-CoV-2 and Cigarette Smoke Increases Infection Severity and Alters the Stem Cell-Derived Airway Repair Response	['Homo sapiens']	['lung epithelium']	["10x 3' v3"]	['unknown']	19361	https://cellxgene.dev.single-cell.czi.technology/e/077b0429-0f47-48e0-879a-39eaae531d42.cxg/	['s3://corpora-data-dev/057b3db6-f5fc-4932-ae38-1cc7e5c45500/local.h5ad', 's3://hosted-cellxgene-dev/057b3db6-f5fc-4932-ae38-1cc7e5c45500.cxg/', 's3://corpora-data-dev/057b3db6-f5fc-4932-ae38-1cc7e5c45500/local.rds']
37	e04daea4-4412-45b5-989e-76a9be070a89	Krasnow Lab Human Lung Cell Atlas, Smart-seq2	['Homo sapiens']	['blood', 'lung']	['Smart-seq2']	['female', 'male']	9409	https://cellxgene.dev.single-cell.czi.technology/e/krasnow_lab_human_lung_cell_atlas_smartseq2-2-remixed.cxg/	['s3://hosted-cellxgene-dev/cfb12011-4755-4578-860e-5d640a51b621.cxg/', 's3://corpora-data-dev/cfb12011-4755-4578-860e-5d640a51b621/local.h5ad', 's3://corpora-data-dev/cfb12011-4755-4578-860e-5d640a51b621/local.rds']
38	73b7d0aa-035f-4a15-9f1d-f56b70204591	66 years old female - Airway Wash (7 days post-intubation)	['Homo sapiens']	['respiratory airway']	["10x 3' v3"]	['female']	4594	https://cellxgene.dev.single-cell.czi.technology/e/73b7d0aa-035f-4a15-9f1d-f56b70204591.cxg/	['s3://corpora-data-dev/00504095-aff6-488e-af3f-22406eaa6126/local.h5ad', 's3://hosted-cellxgene-dev/00504095-aff6-488e-af3f-22406eaa6126.cxg/', 's3://corpora-data-dev/00504095-aff6-488e-af3f-22406eaa6126/local.rds']
39	0380ddce-c31b-422a-88fe-34a1945bd949	Aorta — A single-cell transcriptomic atlas characterizes ageing tissues in the mouse	['Mus musculus']	['aorta']	['Smart-seq2']	['female', 'male']	906	https://cellxgene.dev.single-cell.czi.technology/e/0380ddce-c31b-422a-88fe-34a1945bd949.cxg/	['s3://hosted-cellxgene-dev/77ad8752-6759-42bb-87fb-f6c40a813b6e.cxg/', 's3://corpora-data-dev/77ad8752-6759-42bb-87fb-f6c40a813b6e/local.h5ad', 's3://corpora-data-dev/77ad8752-6759-42bb-87fb-f6c40a813b6e/local.rds']
40	05e6f6e3-0473-4b85-9f94-bcc5f1b5e04b	Lung - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2	['Mus musculus']	['lung']	['Smart-seq2']	['female', 'male']	5218	https://cellxgene.dev.single-cell.czi.technology/e/05e6f6e3-0473-4b85-9f94-bcc5f1b5e04b.cxg/	['s3://hosted-cellxgene-dev/081f2918-3bbc-4564-be4f-56097557dfcb.cxg/', 's3://corpora-data-dev/081f2918-3bbc-4564-be4f-56097557dfcb/local.h5ad', 's3://corpora-data-dev/081f2918-3bbc-4564-be4f-56097557dfcb/local.rds']
41	2f7230e7-4706-4924-b571-473fc1e52c30	74 years old female - Airway Wash (1 day post-intubation)	['Homo sapiens']	['respiratory airway']	["10x 3' v3"]	['female']	4651	https://cellxgene.dev.single-cell.czi.technology/e/2f7230e7-4706-4924-b571-473fc1e52c30.cxg/	['s3://corpora-data-dev/48508eb5-b78c-4e0a-8bbf-b6016b2044fd/local.h5ad', 's3://hosted-cellxgene-dev/48508eb5-b78c-4e0a-8bbf-b6016b2044fd.cxg/', 's3://corpora-data-dev/48508eb5-b78c-4e0a-8bbf-b6016b2044fd/local.rds']
